title,release_year,genre,director,cast,runtime,budget,revenue,ratings_imdb,verdict
Shadow Unleashed,2019,"Fantasy, Fantasy",Sanjay Leela Bhansali,"Ranveer Singh, Akshay Kumar, Hrithik Roshan",106,170.7,325.64,8.6,1
Revenge Affair,2019,"Romance, Mystery",S. S. Rajamouli,"Ranbir Kapoor, Vicky Kaushal, Kartik Aaryan",170,182.85,247.44,5.7,1
Love Forever,2019,"Adventure, Romance",Imtiaz Ali,"Aamir Khan, Varun Dhawan, Rajkummar Rao",156,102.21,331.98,6.3,2
Heart Unleashed,2019,"Fantasy, Fantasy",Zoya Akhtar,"Shah Rukh Khan, Salman Khan, Aamir Khan",96,239.22,535.89,6.8,2
Storm Affair,2019,"Adventure, Action",S. S. Rajamouli,"Ranveer Singh, Kartik Aaryan, Akshay Kumar",178,19.52,54.41,5.4,2
Heart Affair,2019,"Comedy, Drama",Kabir Khan,"Vicky Kaushal, Ranbir Kapoor, Ranveer Singh",152,219.61,559.58,8.1,2
Heart Diaries,2019,"Drama, Mystery",S. S. Rajamouli,"Rajkummar Rao, Kartik Aaryan, Salman Khan",135,84.57,207.5,9.5,2
Night Diaries,2019,"Thriller, Action",Rajkumar Hirani,"Aamir Khan, Vicky Kaushal, Hrithik Roshan",170,33.23,90.31,6.6,2
Storm Code,2019,"Drama, Comedy",S. S. Rajamouli,"Ranveer Singh, Aamir Khan, Vicky Kaushal",112,126.63,183.52,5.8,1
Night Diaries,2019,"Fantasy, Thriller",Kabir Khan,"Ranbir Kapoor, Sidharth Malhotra, Varun Dhawan",149,48.57,161.97,7.5,2
Storm Affair,2019,"Fantasy, Action",Karan Johar,"Rajkummar Rao, Vicky Kaushal, Ayushmann Khurrana",94,288.55,666.47,6.0,2
Love Returns,2019,"Romance, Adventure",Imtiaz Ali,"Ranbir Kapoor, Tiger Shroff, Shah Rukh Khan",113,276.32,801.96,5.8,2
King Unleashed,2019,"Comedy, Romance",Ayan Mukerji,"Hrithik Roshan, Salman Khan, Rajkummar Rao",114,195.95,431.84,7.8,2
Hope Awakens,2019,"Comedy, Mystery",Sanjay Leela Bhansali,"Tiger Shroff, Varun Dhawan, Akshay Kumar",124,77.46,205.05,5.0,2
Revenge Saga,2019,"Romance, Romance",Ayan Mukerji,"Sidharth Malhotra, Varun Dhawan, Shah Rukh Khan",177,70.19,112.9,7.1,1
Night Forever,2019,"Drama, Adventure",Ayan Mukerji,"Rajkummar Rao, Shah Rukh Khan, Akshay Kumar",95,264.7,284.14,4.4,1
Storm Returns,2019,"Horror, Adventure",Kabir Khan,"Shah Rukh Khan, Rajkummar Rao, Varun Dhawan",153,218.89,366.56,6.8,1
Dream Awakens,2019,"Thriller, Mystery",Imtiaz Ali,"Kartik Aaryan, Ranbir Kapoor, Varun Dhawan",142,144.81,119.57,6.8,0
Hope Saga,2019,"Fantasy, Adventure",Ayan Mukerji,"Aamir Khan, Kartik Aaryan, Sidharth Malhotra",159,77.98,195.79,8.1,2
Love Code,2019,"Horror, Thriller",Karan Johar,"Kartik Aaryan, Salman Khan, Ranveer Singh",152,270.94,648.71,8.5,2
King Code,2019,"Drama, Romance",Sanjay Leela Bhansali,"Aamir Khan, Rajkummar Rao, Ranveer Singh",91,118.81,335.31,7.0,2
Storm Affair,2019,"Mystery, Thriller",Kabir Khan,"Hrithik Roshan, Sidharth Malhotra, Kartik Aaryan",138,244.54,374.33,5.7,1
Storm Rising,2019,"Thriller, Adventure",Kabir Khan,"Hrithik Roshan, Varun Dhawan, Sidharth Malhotra",128,282.6,982.62,8.4,2
Revenge Forever,2019,"Horror, Mystery",Kabir Khan,"Varun Dhawan, Rajkummar Rao, Akshay Kumar",173,191.87,616.5,5.2,2
Shadow Code,2019,"Drama, Mystery",Zoya Akhtar,"Ranveer Singh, Ayushmann Khurrana, Hrithik Roshan",176,11.42,15.75,7.9,1
Hope Returns,2019,"Thriller, Mystery",Farhan Akhtar,"Aamir Khan, Rajkummar Rao, Sidharth Malhotra",135,158.18,390.44,8.0,2
Heart Rising,2019,"Action, Mystery",Rajkumar Hirani,"Salman Khan, Akshay Kumar, Varun Dhawan",168,29.52,76.42,7.9,2
Revenge Forever,2019,"Action, Horror",Imtiaz Ali,"Kartik Aaryan, Aamir Khan, Tiger Shroff",180,297.27,819.83,8.3,2
Revenge Returns,2019,"Drama, Fantasy",Ayan Mukerji,"Sidharth Malhotra, Kartik Aaryan, Aamir Khan",90,12.78,20.26,6.9,1
War Awakens,2019,"Fantasy, Adventure",Imtiaz Ali,"Rajkummar Rao, Shah Rukh Khan, Ayushmann Khurrana",119,48.43,141.26,7.9,2
King Forever,2019,"Crime, Horror",Ayan Mukerji,"Ranveer Singh, Shah Rukh Khan, Sidharth Malhotra",175,146.52,313.73,7.4,2
Revenge Affair,2019,"Fantasy, Adventure",Karan Johar,"Rajkummar Rao, Varun Dhawan, Salman Khan",97,181.5,538.47,6.3,2
Revenge Unleashed,2019,"Action, Thriller",Farhan Akhtar,"Ranbir Kapoor, Sidharth Malhotra, Ranveer Singh",126,278.6,163.48,8.0,0
Love Awakens,2019,"Adventure, Romance",Farhan Akhtar,"Shah Rukh Khan, Ranbir Kapoor, Salman Khan",149,179.86,452.27,5.1,2
Revenge Returns,2019,"Action, Fantasy",Karan Johar,"Kartik Aaryan, Sidharth Malhotra, Ranveer Singh",148,80.44,279.62,7.1,2
King Code,2019,"Fantasy, Adventure",Anurag Kashyap,"Ranveer Singh, Hrithik Roshan, Rajkummar Rao",163,117.27,230.16,5.4,1
Storm Diaries,2019,"Drama, Fantasy",Rohit Shetty,"Kartik Aaryan, Varun Dhawan, Sidharth Malhotra",118,134.55,465.02,4.3,2
Storm Code,2019,"Drama, Fantasy",Ayan Mukerji,"Vicky Kaushal, Varun Dhawan, Hrithik Roshan",131,11.62,32.06,5.7,2
King Rising,2019,"Adventure, Comedy",Kabir Khan,"Ayushmann Khurrana, Kartik Aaryan, Sidharth Malhotra",93,158.63,437.81,8.2,2
Hope Code,2019,"Romance, Romance",Zoya Akhtar,"Akshay Kumar, Ranbir Kapoor, Kartik Aaryan",167,62.35,190.89,7.4,2
Storm Rising,2019,"Mystery, Thriller",Sanjay Leela Bhansali,"Salman Khan, Ranbir Kapoor, Vicky Kaushal",169,228.38,396.53,7.5,1
Shadow Affair,2019,"Mystery, Drama",Anurag Kashyap,"Shah Rukh Khan, Aamir Khan, Varun Dhawan",177,173.53,470.49,9.0,2
Night Code,2019,"Comedy, Thriller",Rajkumar Hirani,"Ayushmann Khurrana, Ranbir Kapoor, Tiger Shroff",97,184.56,440.35,8.8,2
Dream Code,2019,"Crime, Romance",Anurag Kashyap,"Ranveer Singh, Akshay Kumar, Aamir Khan",136,153.97,351.67,4.2,2
War Chronicles,2019,"Horror, Comedy",Kabir Khan,"Rajkummar Rao, Ranveer Singh, Akshay Kumar",150,136.62,383.29,6.5,2
Hope Affair,2019,"Romance, Mystery",Rajkumar Hirani,"Kartik Aaryan, Tiger Shroff, Rajkummar Rao",92,76.88,137.44,7.3,1
Shadow Diaries,2019,"Horror, Romance",Sanjay Leela Bhansali,"Kartik Aaryan, Tiger Shroff, Salman Khan",119,50.68,147.53,8.3,2
Love Forever,2019,"Romance, Romance",Rajkumar Hirani,"Ranbir Kapoor, Rajkummar Rao, Salman Khan",136,108.9,76.67,6.0,0
Love Unleashed,2019,"Action, Thriller",Anurag Kashyap,"Tiger Shroff, Ranbir Kapoor, Sidharth Malhotra",165,33.8,20.35,5.9,0
Dream Saga,2019,"Drama, Mystery",S. S. Rajamouli,"Ranveer Singh, Hrithik Roshan, Vicky Kaushal",125,198.34,665.64,5.3,2
Revenge Affair,2019,"Crime, Adventure",Sanjay Leela Bhansali,"Salman Khan, Ayushmann Khurrana, Ranveer Singh",146,42.67,56.7,7.7,1
Night Rising,2019,"Comedy, Romance",Rohit Shetty,"Ayushmann Khurrana, Sidharth Malhotra, Hrithik Roshan",157,187.53,619.46,7.0,2
Heart Returns,2019,"Action, Mystery",Imtiaz Ali,"Vicky Kaushal, Akshay Kumar, Ranveer Singh",155,129.05,167.24,9.4,1
Shadow Unleashed,2019,"Thriller, Thriller",Rohit Shetty,"Shah Rukh Khan, Vicky Kaushal, Kartik Aaryan",133,283.48,972.14,4.3,2
Love Unleashed,2019,"Horror, Thriller",Sanjay Leela Bhansali,"Rajkummar Rao, Ayushmann Khurrana, Varun Dhawan",151,109.65,226.28,4.8,2
Heart Code,2019,"Horror, Mystery",Anurag Kashyap,"Kartik Aaryan, Ayushmann Khurrana, Aamir Khan",114,280.74,694.35,6.0,2
Heart Rising,2019,"Crime, Drama",S. S. Rajamouli,"Tiger Shroff, Hrithik Roshan, Sidharth Malhotra",126,163.11,467.82,4.4,2
Night Code,2019,"Adventure, Thriller",Sanjay Leela Bhansali,"Sidharth Malhotra, Hrithik Roshan, Salman Khan",116,201.91,248.23,6.8,1
Revenge Code,2019,"Crime, Action",Rajkumar Hirani,"Sidharth Malhotra, Akshay Kumar, Ranbir Kapoor",146,92.31,57.68,9.1,0
Heart Diaries,2019,"Horror, Fantasy",Ayan Mukerji,"Tiger Shroff, Ranbir Kapoor, Hrithik Roshan",110,31.09,36.23,8.1,1
Shadow Rising,2019,"Crime, Comedy",Kabir Khan,"Salman Khan, Aamir Khan, Sidharth Malhotra",108,266.27,567.94,5.8,2
Love Diaries,2019,"Comedy, Adventure",Zoya Akhtar,"Ranbir Kapoor, Shah Rukh Khan, Ranveer Singh",117,214.08,707.96,7.1,2
Night Saga,2019,"Action, Action",Ayan Mukerji,"Varun Dhawan, Tiger Shroff, Akshay Kumar",179,58.57,125.44,4.1,2
King Diaries,2019,"Crime, Thriller",Ayan Mukerji,"Rajkummar Rao, Shah Rukh Khan, Ayushmann Khurrana",141,210.9,214.25,5.1,1
Storm Rising,2019,"Comedy, Comedy",Rohit Shetty,"Varun Dhawan, Vicky Kaushal, Rajkummar Rao",164,279.35,506.63,5.4,1
Shadow Returns,2019,"Horror, Adventure",Karan Johar,"Kartik Aaryan, Sidharth Malhotra, Hrithik Roshan",107,22.16,33.16,7.2,1
Revenge Rising,2019,"Thriller, Romance",Rajkumar Hirani,"Varun Dhawan, Ayushmann Khurrana, Vicky Kaushal",117,286.44,152.07,6.9,0
Heart Chronicles,2019,"Action, Thriller",Farhan Akhtar,"Sidharth Malhotra, Vicky Kaushal, Ranbir Kapoor",146,174.16,261.18,8.7,1
Heart Unleashed,2019,"Comedy, Horror",Karan Johar,"Ranbir Kapoor, Vicky Kaushal, Aamir Khan",129,81.19,208.3,9.1,2
Dream Unleashed,2019,"Horror, Thriller",Rohit Shetty,"Vicky Kaushal, Sidharth Malhotra, Salman Khan",99,64.55,161.95,6.4,2
Hope Diaries,2019,"Mystery, Mystery",Rajkumar Hirani,"Varun Dhawan, Shah Rukh Khan, Salman Khan",125,84.46,224.03,4.9,2
War Affair,2019,"Action, Action",Farhan Akhtar,"Akshay Kumar, Shah Rukh Khan, Aamir Khan",98,190.53,378.73,8.2,1
Night Awakens,2019,"Mystery, Drama",Anurag Kashyap,"Varun Dhawan, Shah Rukh Khan, Ranveer Singh",144,235.88,159.29,8.6,0
War Code,2019,"Crime, Crime",Zoya Akhtar,"Aamir Khan, Vicky Kaushal, Akshay Kumar",104,126.1,179.07,4.7,1
Love Returns,2019,"Horror, Comedy",Anurag Kashyap,"Tiger Shroff, Sidharth Malhotra, Kartik Aaryan",111,114.41,70.49,9.4,0
Storm Awakens,2019,"Adventure, Adventure",Rajkumar Hirani,"Rajkummar Rao, Sidharth Malhotra, Aamir Khan",110,198.61,201.68,8.7,1
Storm Chronicles,2019,"Fantasy, Mystery",Zoya Akhtar,"Akshay Kumar, Varun Dhawan, Kartik Aaryan",124,271.02,809.11,7.4,2
Shadow Affair,2019,"Action, Action",Ayan Mukerji,"Ranveer Singh, Aamir Khan, Varun Dhawan",135,166.93,238.93,7.0,1
King Saga,2019,"Romance, Crime",Rajkumar Hirani,"Vicky Kaushal, Akshay Kumar, Ranbir Kapoor",99,46.47,142.45,5.6,2
King Chronicles,2019,"Mystery, Action",Karan Johar,"Hrithik Roshan, Ranbir Kapoor, Vicky Kaushal",117,299.51,672.45,5.1,2
Love Affair,2019,"Mystery, Action",Karan Johar,"Rajkummar Rao, Kartik Aaryan, Vicky Kaushal",133,27.89,91.51,9.2,2
Love Rising,2019,"Drama, Thriller",Anurag Kashyap,"Rajkummar Rao, Shah Rukh Khan, Aamir Khan",141,188.66,294.6,6.1,1
Night Chronicles,2019,"Mystery, Comedy",S. S. Rajamouli,"Ayushmann Khurrana, Hrithik Roshan, Vicky Kaushal",141,279.77,469.49,7.1,1
War Unleashed,2019,"Action, Crime",Imtiaz Ali,"Ayushmann Khurrana, Vicky Kaushal, Rajkummar Rao",122,52.6,84.89,4.5,1
War Rising,2019,"Thriller, Horror",Kabir Khan,"Shah Rukh Khan, Sidharth Malhotra, Hrithik Roshan",134,240.2,366.3,8.5,1
Night Diaries,2019,"Crime, Horror",Sanjay Leela Bhansali,"Ranbir Kapoor, Ayushmann Khurrana, Varun Dhawan",163,151.36,97.25,6.0,0
Storm Affair,2019,"Crime, Horror",Rajkumar Hirani,"Kartik Aaryan, Akshay Kumar, Varun Dhawan",138,94.27,284.02,7.0,2
Dream Awakens,2019,"Crime, Adventure",Rohit Shetty,"Ranveer Singh, Ayushmann Khurrana, Rajkummar Rao",114,133.27,88.35,4.7,0
Love Code,2019,"Thriller, Action",Sanjay Leela Bhansali,"Kartik Aaryan, Salman Khan, Ranveer Singh",144,206.68,242.71,7.2,1
Love Returns,2019,"Action, Romance",Karan Johar,"Ayushmann Khurrana, Ranveer Singh, Tiger Shroff",150,88.55,151.27,7.2,1
King Affair,2019,"Crime, Thriller",Rajkumar Hirani,"Shah Rukh Khan, Tiger Shroff, Ayushmann Khurrana",165,119.73,390.97,8.0,2
Shadow Awakens,2019,"Crime, Thriller",Rohit Shetty,"Hrithik Roshan, Varun Dhawan, Rajkummar Rao",93,44.73,75.67,7.7,1
Shadow Returns,2019,"Drama, Crime",Imtiaz Ali,"Akshay Kumar, Vicky Kaushal, Kartik Aaryan",132,94.97,211.98,4.6,2
War Code,2019,"Horror, Drama",Rajkumar Hirani,"Ranveer Singh, Sidharth Malhotra, Shah Rukh Khan",153,197.46,604.26,8.5,2
Storm Rising,2019,"Romance, Comedy",Imtiaz Ali,"Akshay Kumar, Salman Khan, Ayushmann Khurrana",93,28.79,31.0,4.2,1
Night Diaries,2019,"Comedy, Drama",Rohit Shetty,"Ayushmann Khurrana, Vicky Kaushal, Tiger Shroff",118,84.69,295.09,8.7,2
Storm Forever,2019,"Action, Mystery",Anurag Kashyap,"Sidharth Malhotra, Rajkummar Rao, Akshay Kumar",153,235.63,722.89,4.8,2
Heart Code,2019,"Drama, Mystery",Rajkumar Hirani,"Hrithik Roshan, Rajkummar Rao, Salman Khan",171,69.09,221.04,8.2,2
Love Awakens,2019,"Romance, Horror",S. S. Rajamouli,"Kartik Aaryan, Tiger Shroff, Aamir Khan",174,113.84,224.09,5.5,1
Storm Chronicles,2019,"Drama, Action",Karan Johar,"Sidharth Malhotra, Salman Khan, Ayushmann Khurrana",109,254.46,744.47,9.3,2
Dream Awakens,2019,"Action, Adventure",Imtiaz Ali,"Sidharth Malhotra, Ranveer Singh, Kartik Aaryan",156,283.77,426.13,5.6,1
Revenge Diaries,2019,"Crime, Mystery",Karan Johar,"Ranveer Singh, Ranbir Kapoor, Vicky Kaushal",136,291.52,307.1,6.4,1
Love Affair,2020,"Action, Adventure",Sanjay Leela Bhansali,"Ranbir Kapoor, Hrithik Roshan, Varun Dhawan",93,268.57,145.08,8.5,0
Love Chronicles,2020,"Mystery, Crime",Rajkumar Hirani,"Salman Khan, Ranveer Singh, Sidharth Malhotra",122,271.72,887.3,4.9,2
King Returns,2020,"Crime, Action",Rohit Shetty,"Salman Khan, Kartik Aaryan, Varun Dhawan",171,94.53,241.58,4.2,2
Dream Diaries,2020,"Comedy, Romance",S. S. Rajamouli,"Tiger Shroff, Shah Rukh Khan, Kartik Aaryan",92,135.9,131.0,7.3,0
Revenge Chronicles,2020,"Horror, Crime",Kabir Khan,"Ayushmann Khurrana, Varun Dhawan, Kartik Aaryan",153,237.96,637.7,4.6,2
Hope Affair,2020,"Mystery, Fantasy",Zoya Akhtar,"Akshay Kumar, Aamir Khan, Tiger Shroff",131,85.5,110.11,7.3,1
Storm Rising,2020,"Fantasy, Crime",Imtiaz Ali,"Vicky Kaushal, Ranveer Singh, Sidharth Malhotra",153,276.78,839.44,6.6,2
War Diaries,2020,"Horror, Comedy",Karan Johar,"Varun Dhawan, Kartik Aaryan, Shah Rukh Khan",111,57.85,196.21,5.8,2
Night Chronicles,2020,"Mystery, Action",Karan Johar,"Shah Rukh Khan, Hrithik Roshan, Ranveer Singh",146,154.8,104.65,8.8,0
War Chronicles,2020,"Romance, Romance",Ayan Mukerji,"Kartik Aaryan, Shah Rukh Khan, Varun Dhawan",98,265.9,171.74,6.9,0
Love Awakens,2020,"Thriller, Mystery",Ayan Mukerji,"Ranveer Singh, Tiger Shroff, Aamir Khan",173,173.6,432.81,6.3,2
Heart Unleashed,2020,"Romance, Drama",Imtiaz Ali,"Tiger Shroff, Ranveer Singh, Kartik Aaryan",99,270.51,360.59,5.8,1
Love Chronicles,2020,"Drama, Horror",Karan Johar,"Ranveer Singh, Salman Khan, Tiger Shroff",108,236.79,187.23,7.8,0
Love Forever,2020,"Mystery, Horror",Anurag Kashyap,"Varun Dhawan, Kartik Aaryan, Sidharth Malhotra",110,204.34,125.41,4.9,0
Shadow Diaries,2020,"Romance, Horror",Sanjay Leela Bhansali,"Akshay Kumar, Kartik Aaryan, Ranveer Singh",160,150.88,344.24,4.7,2
Dream Diaries,2020,"Action, Fantasy",Rohit Shetty,"Rajkummar Rao, Tiger Shroff, Ayushmann Khurrana",95,141.74,297.6,6.7,2
Shadow Forever,2020,"Horror, Thriller",Sanjay Leela Bhansali,"Salman Khan, Aamir Khan, Tiger Shroff",144,239.55,217.28,5.4,0
Heart Diaries,2020,"Thriller, Drama",Karan Johar,"Akshay Kumar, Shah Rukh Khan, Rajkummar Rao",172,278.76,811.55,6.7,2
Shadow Affair,2020,"Horror, Drama",Ayan Mukerji,"Rajkummar Rao, Ranveer Singh, Akshay Kumar",114,151.85,174.63,8.9,1
King Diaries,2020,"Drama, Crime",Zoya Akhtar,"Ranveer Singh, Ranbir Kapoor, Akshay Kumar",121,257.93,854.87,9.2,2
Storm Rising,2020,"Thriller, Fantasy",Rohit Shetty,"Salman Khan, Hrithik Roshan, Tiger Shroff",134,108.98,102.62,7.4,0
War Forever,2020,"Mystery, Comedy",Rohit Shetty,"Rajkummar Rao, Akshay Kumar, Ranbir Kapoor",160,48.12,149.73,5.0,2
Love Forever,2020,"Horror, Mystery",Kabir Khan,"Ranbir Kapoor, Shah Rukh Khan, Tiger Shroff",103,163.41,299.32,5.1,1
Love Rising,2020,"Mystery, Adventure",Sanjay Leela Bhansali,"Aamir Khan, Vicky Kaushal, Kartik Aaryan",164,71.65,97.27,4.2,1
Night Rising,2020,"Drama, Thriller",Imtiaz Ali,"Akshay Kumar, Ayushmann Khurrana, Salman Khan",133,279.88,847.7,6.2,2
Storm Forever,2020,"Crime, Fantasy",Zoya Akhtar,"Akshay Kumar, Ranbir Kapoor, Salman Khan",141,291.88,788.09,4.4,2
War Awakens,2020,"Romance, Fantasy",Rajkumar Hirani,"Vicky Kaushal, Sidharth Malhotra, Tiger Shroff",176,81.27,225.29,7.9,2
King Diaries,2020,"Romance, Mystery",Imtiaz Ali,"Sidharth Malhotra, Vicky Kaushal, Salman Khan",174,196.11,393.97,9.4,2
Shadow Code,2020,"Romance, Fantasy",Anurag Kashyap,"Kartik Aaryan, Salman Khan, Hrithik Roshan",157,112.96,246.64,6.6,2
Storm Affair,2020,"Drama, Action",Ayan Mukerji,"Varun Dhawan, Akshay Kumar, Ranveer Singh",154,86.12,101.44,4.7,1
Night Chronicles,2020,"Mystery, Fantasy",Rajkumar Hirani,"Salman Khan, Shah Rukh Khan, Ayushmann Khurrana",98,203.26,661.98,7.9,2
Night Saga,2020,"Horror, Romance",Imtiaz Ali,"Tiger Shroff, Akshay Kumar, Shah Rukh Khan",146,60.43,151.4,7.9,2
Love Awakens,2020,"Fantasy, Action",Farhan Akhtar,"Salman Khan, Akshay Kumar, Kartik Aaryan",131,63.82,222.99,6.4,2
War Affair,2020,"Drama, Thriller",Imtiaz Ali,"Ranveer Singh, Shah Rukh Khan, Ayushmann Khurrana",155,117.72,307.9,4.7,2
Storm Awakens,2020,"Romance, Comedy",Ayan Mukerji,"Ranbir Kapoor, Sidharth Malhotra, Rajkummar Rao",147,71.2,115.25,4.2,1
Night Chronicles,2020,"Crime, Thriller",Sanjay Leela Bhansali,"Sidharth Malhotra, Tiger Shroff, Hrithik Roshan",117,248.85,340.71,4.7,1
King Affair,2020,"Thriller, Comedy",Sanjay Leela Bhansali,"Kartik Aaryan, Akshay Kumar, Ranbir Kapoor",101,248.12,344.56,6.2,1
Revenge Diaries,2020,"Horror, Horror",Zoya Akhtar,"Vicky Kaushal, Ranveer Singh, Ranbir Kapoor",97,195.41,513.2,5.1,2
Night Code,2020,"Fantasy, Action",Karan Johar,"Akshay Kumar, Tiger Shroff, Aamir Khan",142,297.93,273.58,5.6,0
Hope Affair,2020,"Horror, Romance",Ayan Mukerji,"Vicky Kaushal, Hrithik Roshan, Akshay Kumar",99,82.05,187.29,7.3,2
Storm Diaries,2020,"Mystery, Action",S. S. Rajamouli,"Hrithik Roshan, Akshay Kumar, Aamir Khan",148,27.26,60.43,8.1,2
Shadow Diaries,2020,"Comedy, Adventure",Sanjay Leela Bhansali,"Varun Dhawan, Tiger Shroff, Sidharth Malhotra",167,39.72,50.81,8.2,1
Love Chronicles,2020,"Horror, Horror",Anurag Kashyap,"Vicky Kaushal, Rajkummar Rao, Varun Dhawan",115,234.64,615.68,4.9,2
Heart Affair,2020,"Thriller, Comedy",Imtiaz Ali,"Ranbir Kapoor, Hrithik Roshan, Tiger Shroff",145,276.84,461.51,5.3,1
Heart Unleashed,2020,"Crime, Horror",Karan Johar,"Ayushmann Khurrana, Akshay Kumar, Hrithik Roshan",117,22.21,39.69,7.3,1
Revenge Diaries,2020,"Comedy, Adventure",Karan Johar,"Akshay Kumar, Aamir Khan, Kartik Aaryan",152,205.67,248.16,8.8,1
Night Chronicles,2020,"Comedy, Adventure",Anurag Kashyap,"Tiger Shroff, Akshay Kumar, Ranbir Kapoor",136,201.11,287.75,8.8,1
Hope Affair,2020,"Adventure, Thriller",Zoya Akhtar,"Vicky Kaushal, Ranveer Singh, Kartik Aaryan",178,291.68,452.92,8.1,1
Love Chronicles,2020,"Action, Mystery",Farhan Akhtar,"Akshay Kumar, Aamir Khan, Ranveer Singh",145,219.49,746.86,8.2,2
Love Code,2020,"Thriller, Romance",Farhan Akhtar,"Shah Rukh Khan, Ayushmann Khurrana, Akshay Kumar",146,239.79,222.03,4.4,0
Heart Saga,2020,"Horror, Mystery",Rajkumar Hirani,"Salman Khan, Aamir Khan, Varun Dhawan",128,281.45,766.68,8.8,2
Dream Code,2020,"Mystery, Romance",Sanjay Leela Bhansali,"Varun Dhawan, Hrithik Roshan, Ayushmann Khurrana",172,53.38,52.07,4.2,0
Revenge Awakens,2020,"Thriller, Thriller",Imtiaz Ali,"Ayushmann Khurrana, Hrithik Roshan, Shah Rukh Khan",115,90.13,113.94,5.7,1
Love Affair,2020,"Crime, Horror",Imtiaz Ali,"Tiger Shroff, Hrithik Roshan, Vicky Kaushal",135,269.62,224.28,6.3,0
King Awakens,2020,"Horror, Romance",Kabir Khan,"Vicky Kaushal, Ranveer Singh, Akshay Kumar",121,166.35,124.85,9.1,0
War Saga,2020,"Fantasy, Mystery",Zoya Akhtar,"Vicky Kaushal, Ranbir Kapoor, Tiger Shroff",128,43.87,48.32,8.7,1
Revenge Code,2020,"Mystery, Action",Rajkumar Hirani,"Akshay Kumar, Varun Dhawan, Vicky Kaushal",121,258.13,486.33,5.4,1
Night Code,2020,"Crime, Drama",Kabir Khan,"Ayushmann Khurrana, Tiger Shroff, Ranbir Kapoor",92,43.14,42.18,7.6,0
Shadow Returns,2020,"Action, Adventure",S. S. Rajamouli,"Ayushmann Khurrana, Rajkummar Rao, Ranveer Singh",90,277.35,497.65,8.5,1
King Unleashed,2020,"Drama, Crime",S. S. Rajamouli,"Salman Khan, Akshay Kumar, Vicky Kaushal",106,153.45,230.38,7.7,1
Night Saga,2020,"Comedy, Drama",Rohit Shetty,"Hrithik Roshan, Ayushmann Khurrana, Kartik Aaryan",101,156.89,343.78,5.6,2
Love Unleashed,2020,"Thriller, Mystery",Ayan Mukerji,"Aamir Khan, Hrithik Roshan, Sidharth Malhotra",144,293.57,553.18,7.3,1
Hope Unleashed,2020,"Fantasy, Drama",Ayan Mukerji,"Akshay Kumar, Tiger Shroff, Shah Rukh Khan",166,117.89,379.58,7.6,2
Heart Rising,2020,"Action, Action",Sanjay Leela Bhansali,"Sidharth Malhotra, Ayushmann Khurrana, Rajkummar Rao",150,251.0,137.3,8.0,0
Heart Chronicles,2020,"Adventure, Thriller",Rajkumar Hirani,"Salman Khan, Sidharth Malhotra, Aamir Khan",133,80.66,116.7,8.3,1
Dream Awakens,2020,"Action, Action",Kabir Khan,"Hrithik Roshan, Tiger Shroff, Ayushmann Khurrana",138,128.81,415.76,9.4,2
Heart Forever,2020,"Adventure, Comedy",Zoya Akhtar,"Salman Khan, Ranveer Singh, Sidharth Malhotra",155,85.38,208.4,8.5,2
Hope Diaries,2020,"Drama, Romance",S. S. Rajamouli,"Ayushmann Khurrana, Ranveer Singh, Tiger Shroff",153,240.37,601.3,5.4,2
Heart Diaries,2020,"Adventure, Romance",Rajkumar Hirani,"Kartik Aaryan, Aamir Khan, Akshay Kumar",114,296.47,829.17,7.9,2
Shadow Returns,2020,"Drama, Thriller",Karan Johar,"Sidharth Malhotra, Tiger Shroff, Salman Khan",180,284.47,838.34,5.2,2
Storm Rising,2020,"Comedy, Drama",Imtiaz Ali,"Salman Khan, Shah Rukh Khan, Akshay Kumar",105,55.2,154.6,4.6,2
Love Rising,2020,"Romance, Fantasy",Zoya Akhtar,"Vicky Kaushal, Varun Dhawan, Rajkummar Rao",146,270.84,567.51,8.2,2
Night Diaries,2020,"Adventure, Crime",Farhan Akhtar,"Sidharth Malhotra, Hrithik Roshan, Ayushmann Khurrana",152,185.11,458.61,9.2,2
Love Awakens,2020,"Drama, Horror",Anurag Kashyap,"Vicky Kaushal, Rajkummar Rao, Ranbir Kapoor",92,153.85,524.91,4.0,2
Heart Unleashed,2020,"Action, Adventure",Ayan Mukerji,"Salman Khan, Ranbir Kapoor, Rajkummar Rao",113,197.06,408.38,4.7,2
War Affair,2020,"Mystery, Drama",Ayan Mukerji,"Akshay Kumar, Ranbir Kapoor, Ayushmann Khurrana",177,290.74,648.4,6.6,2
Revenge Chronicles,2020,"Horror, Adventure",Karan Johar,"Varun Dhawan, Salman Khan, Rajkummar Rao",100,185.02,597.02,8.8,2
Dream Awakens,2020,"Drama, Fantasy",Karan Johar,"Ranbir Kapoor, Ayushmann Khurrana, Kartik Aaryan",153,76.43,155.15,6.2,2
Shadow Forever,2020,"Mystery, Thriller",Sanjay Leela Bhansali,"Ranveer Singh, Ayushmann Khurrana, Aamir Khan",143,208.9,349.75,9.1,1
War Unleashed,2020,"Action, Action",Ayan Mukerji,"Shah Rukh Khan, Vicky Kaushal, Akshay Kumar",90,89.62,104.91,7.9,1
Heart Unleashed,2020,"Adventure, Adventure",Rohit Shetty,"Ranveer Singh, Kartik Aaryan, Hrithik Roshan",179,204.1,539.35,5.4,2
